Store,Phone,owner/manager's name,notes,Status,CONSOLIDATED_emails_valid,result,BEST_province,BEST_city,BEST_street,BEST_postal_code,INFO_email_status,emails/0,emails/1,email_found,domain,website,location/lat,location/lng,facebooks/0,instagrams/0,tiktoks/0,youtubes/0,
Harmony PharmaChoice & Compounding Centre,905-367-8510,,,Not Qualified,,,ON,Oshawa,991 Taunton Rd E B3,L1K 0Z7,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Harmony%20PharmaChoice%20%26%20Compounding%20Centre&query_place_id=ChIJA0xzMaAb1YkRX-G2BXbiXuI,43.9395003,-78.844347,,,,,
Hartz Canada Inc,416-240-9300,,,Not Qualified,,,,ON,Etobicoke,5409 Eglinton Ave W,M9C 5K6,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Hartz%20Canada%20Inc&query_place_id=ChIJmXUeV7I5K4gRFbtnscqcnto,43.6616731,-79.5917786,,,,
Hasty Market & hooof vape,"647-508-7777, 905-336-5920",,,Not Qualified,,,,ON,Etobicoke,5126 Dundas St W,M9A 1C2,,,,NONE_FOUND,hastymarketcorp.com,,43.6443507,-79.5331829,,,,
Head to Tail Canine Nutrition,204-997-8711,,,Not Qualified,,,,MB,Winnipeg,369 Marjorie St,R3J 1R7,,,,UNREACHABLE,headtotailcaninenutrition.com,,49.8852174,-97.2132097,,,,
HealthShield Pharmacy,"416-745-3022, 416-400-3525",,,Not Qualified,"info@healthshield.ca, bamburgh@healthshield.ca",good,ok,ON,North York,2065 Finch Ave W,M3N 2V7,good,info@healthshield.ca,bamburgh@healthshield.ca,,healthshield.ca,,43.7557468,-79.5232764,,,,
Healthy Pet All Natural Pet Foods,519-653-6100,,,Not Qualified,,,ON,Cambridge,846 King Street East,N3H 3P2,,,,NONE_FOUND,healthypetcambridge.com,,,,,,,,
Heritage Farm Kennel,506-375-6049,,,Not Qualified,,,NB,Rockland,17 Paget Road,E7P 1R9,,,,INVALID_URL,,"https://maps.google.com/maps?q=46.3415914,-67.4617624",,,,,,,
Hidden Gemm Pet Care,416-988-3219,,,Not Qualified,,,,ON,Toronto,1219 Broadview Ave,M4K 2T3,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Hidden%20Gemm%20Pet%20Care&query_place_id=ChIJg11Ccq_N1IkRFy6HgdJV3-k,43.6904286,-79.3550406,,,,
Hidden Gemm Variety,416-429-4491,,,Not Qualified,,,,ON,Toronto,1223 Broadview Ave,M4K 2T3,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Hidden%20Gemm%20Variety&query_place_id=ChIJbUB1YwrN1IkR9QkETmrv6Ao,43.6904273,-79.3550808,,,,
High Cannabis 83,613-767-1083,,,Not Qualified,cornwall410@highcannabis.com,risky,catch_all,ON,Kingston,83 Aberfoyle Rd,K7M 7B5,risky,cornwall410@highcannabis.com,,,highcannabis.com,,44.2585445,-76.5218842,,,,
Hip Pooch,204-284-6964,,,Not Qualified,,,,MB,Winnipeg,805 Corydon Ave,R3M 0W6,,,,UNREACHABLE,hippooch.com,,49.870164,-97.155698,,,,
Hollywood Toy & Poster Company,204-800-8660,,,Not Qualified,sales@hollywoodtoyposter.com,risky,catch_all,MB,Winnipeg,1446 Erin St,R3E 2S8,risky,sales@hollywoodtoyposter.com,,,hollywoodtoyposter.com,,49.9026229,-97.1839753,https://www.facebook.com/hollywoodtoyposter,https://www.instagram.com/hollywoodtoyposter,,https://www.youtube.com/embed/uogrgIasYcA
Hounds on Raw,647-761-2254,,,Not Qualified,info@houndsonraw.com,,,ON,Scarborough,2721 Markham Rd Unit 16,M1X 1L5,,,,info@houndsonraw.com,houndsonraw.com,,43.8210914,-79.2440617,,,,
I'm Wolfing It,416-888-5560,,,Not Qualified,,,,ON,Toronto,5 High Park Ave,M6P 3K8,,,,INVALID_URL,throwmeabonetoronto.com,https://www.google.com/maps/search/?api=1&query=I'm%20Wolfing%20It&query_place_id=ChIJH30PEnU1K4gRghFNXweeUtk,43.6538616,-79.4649197,https://www.facebook.com/profile.php?id=100089356787158,https://www.instagram.com/throwmeabonetoronto,,https://www.youtube.com/embed/ho8yCdrNkDI
Indigo - Kenaston Common,"204-488-6621, 833-463-4461",,,Not Qualified,,,,MB,Winnipeg,"Polo Festival, 695 Empress St",R3P 0Y4,,,,UNREACHABLE,indigo.ca,,49.8239593,-97.2078094,https://www.facebook.com/ChaptersIndigo,https://www.instagram.com/indigo,https://www.tiktok.com/@indigo.ca,https://www.youtube.com/indigochapters
Into the Blue,204-963-8663,,,Not Qualified,team@intotheblueeco.ca,good,ok,MB,Winnipeg,615 Mission St #19,R2J 4M1,good,team@intotheblueeco.ca,,,intotheblueeco.ca,,49.8986023,-97.1007781,https://www.facebook.com/Into-the-Blue-282605451944580,https://www.instagram.com/intotheblueeco,,
Islington Medical Pharmacy,"416-239-1243, 416-239-0109",,,Not Qualified,"islingtonmedicalpharmacy@gmail.com, %20info@islingtonmedicalpharmacy.com",good,ok,ON,Etobicoke,1243 Islington Ave,M8X 1Y9,good,islingtonmedicalpharmacy@gmail.com,%20info@islingtonmedicalpharmacy.com,,islingtonmedicalpharmacy.com,,43.6459423,-79.5236937,https://www.facebook.com/IslingtonMedicalPharmacy,https://instagram.com/islingtonmedicalpharmacy,,
John's Pampered Pets,250-675-4401,,,Not Qualified,info@johnspamperedpets.com,,,BC,Blind Bay,8 -2417 GOLF COURSE DRIVE,V0E 1H2,,,,info@johnspamperedpets.com,johnspamperedpets.com,,,,,,,
Joy the Cockapoo,,,,Not Qualified,,,,ON,Toronto,565 Sherbourne St,M4X 1W7,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Joy%20the%20Cockapoo&query_place_id=ChIJbRBDZuHL1IkRPj3U_WUp9uw,43.6700387,-79.3755999,,,,
Juju Grooms,416-792-1684,,,Not Qualified,,,,ON,Toronto,1684 Queen Street West,M6R 1B3,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.6392688,-79.4444352",,,,,,
Juno's Pawluxe,647-885-5390,,,Not Qualified,,,,ON,Toronto,77 Davisville Ave,M4S 1G4,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Juno's%20Pawluxe&query_place_id=ChIJd4707LQzK4gR2Fj4QHgXi6Q,43.6984431,-79.3937327,,,,
K-9 Couture,416-915-9959,,,Not Qualified,staff@k9couture.ca,,,ON,Toronto,594 Yonge St,M4Y 1Z3,,,,staff@k9couture.ca,k-9couture.com,http://www.k9couture.ca/,43.665454,-79.385014,https://www.facebook.com/k9couture,https://www.instagram.com/k9coutureinc,,
K9 Spaw,647-961-7729,,,Not Qualified,,,,ON,Toronto,"384 Yonge St, Unit 13 Aura Concourse Market - Concourse Level",M5B 1S8,,,,INVALID_URL,k9spaw.ca,https://www.google.com/maps/search/?api=1&query=K9%20Spaw&query_place_id=ChIJ8Ym_ebU0K4gRXx-6laKessE,43.6592381,-79.382903,,,,
Karon's Groom Shoppe,905-571-7387,,,Not Qualified,,,,ON,Oshawa,367 Wilson Rd S,L1H 6C6,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Karon's%20Groom%20Shoppe&query_place_id=ChIJP9UnJ9Uc1YkRbCQCXjD610M,43.8926324,-78.8391261,,,,
Kat 'n Dawg,647-550-4529,,,Not Qualified,,,,ON,Toronto,21 Mayfair Ave #801,M5N 2N5,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Kat%20'n%20Dawg&query_place_id=ChIJOXbeACYzK4gREWGayumgstY,43.7037921,-79.422207,,,,
King's Raw Inc.,647-825-2515,,,Not Qualified,info@kingsraw.com,,,ON,North York,750 Oakdale Rd Building D. Unit 53,M3N 2Z4,,,,info@kingsraw.com,kingsraw.com,,43.7517578,-79.5279585,,https://instagram.com/kingsraw,,
Kings Al Shefa Pharmacy,"416-239-8127, 416-239-2849",,,Not Qualified,kingsalshefa@gmail.com,good,ok,ON,Etobicoke,24 Mabelle Ave,M9A 4X8,good,kingsalshefa@gmail.com,,,kingsalshefa.ca,,43.64657,-79.5271378,,,,
Kingston Cremation Urns,613-544-7589,,,Not Qualified,"blackdogpottery@hotmail.com, kingstonurns@hotmail.com",good,ok,ON,Kingston,58 Queen St,K7K 2Y6,good,blackdogpottery@hotmail.com,kingstonurns@hotmail.com,,kingstoncremationurns.ca,,44.2322188,-76.4817188,,,,
Kingston Humane Society,"613-546-1291, 613-354-0264",,,Not Qualified,"volunteer@kingstonhumanesociety.ca, board@kingstonhumanesociety.ca, customercare@kingstonhumanesociety.ca, events@kingstonhumanesociety.ca, executivedirector@kingstonhumanesociety.ca, foster@kingstonhumanesociety.ca",,,ON,Kingston,1 Binnington Ct,K7M 8M9,,,volunteer@kingstonhumanesociety.ca,"board@kingstonhumanesociety.ca, customercare@kingstonhumanesociety.ca, events@kingstonhumanesociety.ca, executivedirector@kingstonhumanesociety.ca, foster@kingstonhumanesociety.ca, volunteer@kingstonhumanesociety.ca",kingstonhumanesociety.ca,,44.2650856,-76.5282987,https://www.facebook.com/kingstonhumanesociety,https://www.instagram.com/kingstonhumanesociety,,
Kitchen Stuff Plus,"416-463-6006, 416-944-2847",,,Not Qualified,"contactus@kitchenstuffplus.com, productsubmission@kitchenstuffplus.com",good,ok,ON,Toronto,583 Danforth Ave,M4K 1P9,good,contactus@kitchenstuffplus.com,productsubmission@kitchenstuffplus.com,,kitchenstuffplus.com,,43.6785017,-79.3463657,https://www.facebook.com/kitchenstuffplus,https://instagram.com/kspstuff,,https://youtube.com/kitchenstuffplus
Kowloon aquarium (aquapets),416-292-1688,,,Not Qualified,Aquapetsonline@hotmail.com,,,ON,Scarborough,680 Silver Star Blvd,M1V 5N1,,,,Aquapetsonline@hotmail.com,aquapets.ca,,43.8233949,-79.3006521,https://www.facebook.com/kowloonaquarium,https://www.instagram.com/kowloonaquarium,,
Krunchmates,,,,Not Qualified,,,,ON,Toronto,145 1/2 Church St unit 5,M5B 1Y4,,,,NONE_FOUND,krunchmates.com,,43.6538526,-79.3757067,,https://www.instagram.com/krunchmates,,
LargeDog,,,,Not Qualified,inquiries@largedog.ca,,,ON,Toronto,39 Kingswood Rd,M4E 3N4,,,,inquiries@largedog.ca,largedog.ca,,43.6749853,-79.2834103,,,,
LCBO,"416-469-4724, 416-864-2462",,,Not Qualified,pressoffice@lcbo.com,risky,catch_all,ON,Toronto,200 Danforth Ave,M4K 1N5,risky,,pressoffice@lcbo.com,,lcbo.com,,43.6769522,-79.3559911,,https://www.instagram.com/lcbo,,
Left Field Brewery (Leslieville),"647-346-5001, 416-350-1958",,,Not Qualified,,,,ON,Toronto,36 Wagstaff Dr,M4L 3W9,,,,NONE_FOUND,leftfieldbrewery.ca,,43.6737908,-79.3304685,https://www.facebook.com/LeftFieldBrewery,https://instagram.com/leftfieldbrewery,,
Legacy Barber Co - Toronto Barbershop,416-686-2555,,,Not Qualified,,,,ON,Toronto,1769 Danforth Ave,M4C 1J1,,,,NONE_FOUND,legacybarber.co,,43.6840242,-79.3195075,https://www.facebook.com/profile.php?id=100066482544732,https://www.instagram.com/legacybarber.co,,https://www.youtube.com/watch?v=52ImmQHaMIY
Lildealy - Pets for Adoption Agency,,,,Not Qualified,,,,ON,Toronto,169 Fort York Blvd unit 409,M5V 0C7,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Lildealy%20-%20Pets%20for%20Adoption%20Agency&query_place_id=ChIJf2UPZQA1K4gRxO1q3O7hMhY,43.6382267,-79.4006365,,,,
Limestone City Hydroponics,613-548-0420,,,Not Qualified,"admin@limestonecityhydroponics.ca, info@limestonecityhydroponics.ca, margaret@limestonecityhydroponics.ca",,,ON,Kingston,105 Sutherland Dr Unit 10,K7K 5V6,,,,"admin@limestonecityhydroponics.ca, info@limestonecityhydroponics.ca, margaret@limestonecityhydroponics.ca",limestonecityhydroponics.ca,,44.2691202,-76.4798013,https://www.facebook.com/LimestoneCityHydroponics,https://www.instagram.com/limestonecityhydroponic,https://www.tiktok.com/@limestonecityhydroponics,https://www.youtube.com/channel/UCvUA6d8lfZ5JqYCdk1JZtag
Loli Raw,"647-567-6888, 647-220-2241",,,Not Qualified,Loliraw.trt@gmail.com,,,ON,Scarborough,4675 Steeles Ave E Unit 2FC3,M1V 4S4,,,,Loliraw.trt@gmail.com,lolirawtrt.wixsite.com,,43.8238712,-79.3024223,,,,
LOTW Sports Headquarters (Winnipeg),204-221-7488,,,Not Qualified,,,,MB,Winnipeg,10 Keenleyside St,R2L 2B9,,,,UNREACHABLE,sportsheadquarters.ca,,49.8991735,-97.0820988,https://www.facebook.com/lotwsports,https://www.instagram.com/lotwsports,https://www.tiktok.com/@lotwsports,https://www.youtube.com/embed/59wsrl0e80o
Love Your Rug Cleaning Toronto,"647-695-6879, 877-588-8784",,,Not Qualified,,,,ON,Toronto,41 Advance Rd,M8Z 2S6,,,,NONE_FOUND,loveyourrug.ca,,43.6338716,-79.5269414,https://www.facebook.com/pages/Love-Your-Rug-Rug-Cleaning/137696436298969,,,https://www.youtube.com/user/LoveYourRug
Lovera Pet Salon&Boutique,236-866-0123,,,Not Qualified,reception.loverapet@gmail.com,,,BC,Vancouver,705 SE Marine Dr,,,,,reception.loverapet@gmail.com,www.loverapet.com,,,,,,,
Lucknow District Co-Operative Inc.,519-529-7953,,,Not Qualified,,,,ON,Lucknow,86387 Lucknow Line,N0G 2H0,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.946868,-81.530191",,,,,,
LUFTPETS,418-473-1739,,,Not Qualified,support@luftpets.com,,,BC,Vancouver,777 Hornby St,,,,,support@luftpets.com,luftpets.com,,,,,,,
Luis & Emma's NOFRILLS Winnipeg Stafford,"866-987-6453, 613-542-9225",,,Not Qualified,,,,MB,Winnipeg,677 Stafford St Unit A Unit A,R3M 2X7,,,,UNREACHABLE,nofrills.ca,,49.856842,-97.153282,,,,
LUNARS,,,,Not Qualified,"contact@lunars.ca, sales@lunars.ca",,,ON,Mississauga,2485 Tedlo St,L5A 4A8,,,contact@lunars.ca,"contact@lunars.ca, sales@lunars.ca",lunars.ca,,43.5895295,-79.5988102,,,,
LUV-A-K9,"613-389-2825, 613-389-2895",,,Not Qualified,info@luvak9.com,,,ON,Kingston,"2, 677 Innovation Dr",K7K 7E7,,,,info@luvak9.com,luvak9.com,,44.2713475,-76.4419051,https://www.facebook.com/luvak9dogschool,,,
Luxe Barbeque Company,"204-888-5893, 306-545-5893",,,Not Qualified,,,,MB,Winnipeg,33 Stapleton St,R2L 1Z9,,,,UNREACHABLE,luxebbq.ca,,49.8985064,-97.0760232,https://www.facebook.com/luxebbq,https://www.instagram.com/luxebbq,,https://www.youtube.com/channel/UCXT06913RGGfCI8B-7yPCUw
Magical Aquarium Wholesale Inc.,416-297-0010,,,Not Qualified,,,,ON,Scarborough,1911 Kennedy Rd unit 108,M1P 2L9,,,,NONE_FOUND,magicalpets.ca,,43.7670808,-79.2807662,,,,
Main Aquarium,604-879-1112,,,Not Qualified,,,,BC,Vancouver,6660 Main St,,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Main%20Aquarium&query_place_id=ChIJuXnQbOV-C0ERvvS_EJjWAhE,,,,,,
Main Drug Mart,416-465-7610,,,Not Qualified,,,,ON,Toronto,658 Danforth Ave,M4J 5B9,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Main%20Drug%20Mart&query_place_id=ChIJ92K3nITM1IkRYVWnymzEY-4,43.6792588,-79.344621,,,,
Maison Chien Canine Coiffure,613-530-2124,,,Not Qualified,,,,ON,Kingston,514 Princess St,K7L 1C5,,,,NONE_FOUND,patronqr.com,,44.2347532,-76.4969553,,,,
Maison Du Paw,289-888-3730,,,Not Qualified,maisondupaws@gmail.com,,,ON,Mississauga,600 Orwell St unit 16,L5A 3R9,,,,maisondupaws@gmail.com,maisondupaw.ca,,43.5890906,-79.5948443,,http://instagram.com/shopify,https://tiktok.com/@shopify,
Majha Grocery Mart,204-261-4600,,,Not Qualified,,bad,invalid,MB,Winnipeg,66 Mandalay Dr,R2P 1V8,bad,info@majhagrocerymart.ca,,,majhagrocerymart.ca,,49.9480352,-97.1829279,http://facebook.com/share,http://instagram.com/majhagrocerymart,https://www.tiktok.com/@majhagrocerymart,
MAOMAO PET,437-987-5777,,,Not Qualified,,,,ON,Scarborough,4465 Sheppard Ave E Unit 22,M1S 1V2,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=MAOMAO%20PET&query_place_id=ChIJH-GIP83R1IkRkoyGA-F0Ly0,43.7877436,-79.2652192,,,,
Marshalls & HomeSense,905-571-4525,,,Not Qualified,,,ON,Oshawa,1415 Harmony Rd N,L1H 7K5,,,,UNREACHABLE,marshalls.ca,,43.942327,-78.8466297,,,,,
Marshalls & HomeSense,204-654-3261,,,Not Qualified,,,,MB,Winnipeg,1555 Regent Ave W Unit #T90,R2C 4J2,,,,UNREACHABLE,homesense.ca,,49.8977644,-97.0576667,,,,
Masellis Supermarket,416-465-7901,,,Not Qualified,,,,ON,Toronto,906 Danforth Ave,M4J 1L9,,,,NONE_FOUND,masellissupermarket.com,,43.6802931,-79.3390953,,,,
MB PRO TECH,431-877-5454,,,Not Qualified,,,,MB,Winnipeg,569 St Mary's Rd,R2M 3L6,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=MB%20PRO%20TECH&query_place_id=ChIJ33Le-C536lIRPDhbKAmPrEk,49.8651073,-97.1106383,,,,
McMunn & Yates Building Supplies,"204-940-4040, 204-638-6638",,,Not Qualified,"mystorecustomercare@mcmunnandyates.com, tfriesen@mcmunnandyates.com",good,ok,MB,Winnipeg,600 Pembina Hwy,R3M 2M5,good,mystorecustomercare@mcmunnandyates.com,tfriesen@mcmunnandyates.com,,mcmunnandyates.com,,49.8647106,-97.1464131,https://www.facebook.com/McMunnandYates,https://www.instagram.com/mcmunnandyates,,
Medi Choice Pharmacy,416-466-1392,,,Not Qualified,,,,ON,Toronto,842 Gerrard St E,M4M 1Y7,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Medi%20Choice%20Pharmacy&query_place_id=ChIJazcPu3vL1IkRaYBa8afV2jk,43.6677825,-79.34326,,,,
Mellow Premium,"289-643-7704, 866-967-3660",,,Not Qualified,info@mellowpremium.com,,,ON,Mississauga,510 Curran Place,L5B 0J4,,,,info@mellowpremium.com,mellowpremium.ca,,43.5856986,-79.6464617,https://www.facebook.com/MellowPremium,https://www.instagram.com/mellow_premium,,https://www.youtube.com/channel/UCmYm13UfnJ544cKZFAtp-_w
MemePet Inc,647-774-8492,,,Not Qualified,,,,ON,North York,150 Fairview Mall Dr,M2J 0E7,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=MemePet%20Inc&query_place_id=ChIJZ28xoVTT1IkRgseYfJtdNcM,43.7800933,-79.3444609,,,,
Meow Vault,647-588-6095,,,Not Qualified,,,,ON,Toronto,35 Tubman Ave,M5A 0T1,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Meow%20Vault&query_place_id=ChIJc_71XyXL1IkR2fa8XAslG3c,43.661415,-79.3592119,,,,
Metro,"905-432-2197, 800-361-4681",,,Not Qualified,Donations@metro.ca,risky,catch_all,ON,Oshawa,1265 Ritson Rd N,L1G 3V2,risky,Donations@metro.ca,,,metro.ca,,43.9330729,-78.8669622,https://www.facebook.com/metro.ontario/,https://www.instagram.com/metroontario/,https://www.tiktok.com/@metroontario,https://www.youtube.com/user/metroontario
Metro Hound,416-693-2951,,,Not Qualified,,,,ON,Toronto,706 Kingston Rd,M4E 1T3,,,,UNREACHABLE,metrohound.com,,,,,,,
Midwest Co-Op,519-338-2331,,Busy. Will call back,Not Qualified,,,ON,Harriston,56 Margaret Street South,N0G 1Z0,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.9097199,-80.8717221",,,,,,,
Midwest Co-op,519-364-4777,,,Not Qualified,,,ON,Hanover,691 10th Street,N4N 1S1,,,,NONE_FOUND,northwellington.ca,,,,,,,,
Midwest Co-Op,519-986-2031,,,Not Qualified,,,ON,Markdale,774794 Highway #10 South,N0C 1H0,,,,NONE_FOUND,midwestcoop.ca,,,,,,,,
Midwest Co-op,519-923-2014,,,Not Qualified,,,ON,Dundalk,35 Dundalk St,N0C 1B0,,,,NONE_FOUND,huronbaycoop.ca,,,,,,,,
Milky Chewy,"437-602-1990, 877-123-4567",,,Not Qualified,info@milkychewy.com,,,ON,North York,107 Elise Terrace,M2R 2W9,,,,info@milkychewy.com,milkychewy.com,,43.7905262,-79.441534,https://www.facebook.com/profile.php?id=61568595885330,https://www.instagram.com/milky_chewy,https://www.tiktok.com/@milky_chewy,
Mississauga Aquarium,905-766-3228,,,Not Qualified,support@missaquarium.ca,,,ON,Mississauga,1125 Dundas St E,L4Y 2C4,,,,support@missaquarium.ca,missaquarium.ca,,43.6040271,-79.5904182,https://www.facebook.com/mississaugaaquarium,https://www.instagram.com/mississ_aquarium,,https://www.youtube.com/watch?v=lFHKVlwy1FM
Mister Bubbles Biscuits,416-895-3557,,,Not Qualified,"jessicarev@yahoo.ca, misterbubblesbiscuits@gmail.com",,,ON,North York,70 Ruddington Dr,M2K 2X8,,,,"jessicarev@yahoo.ca, misterbubblesbiscuits@gmail.com",form.jotform.com,,43.7925494,-79.3909448,,,,
MongThePom,,,,Not Qualified,,,,ON,Toronto,379 Eglinton Ave W,M5N 1A3,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=MongThePom&query_place_id=ChIJOUm0-H0zK4gRpujD-sZdnvk,43.7039213,-79.4105897,,,,
Mooksy,437-925-2023,,,Not Qualified,,,,ON,Toronto,15 Brookbanks Dr #805,M3A 2S9,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Mooksy&query_place_id=ChIJW9nEOYDT1IkRnA-8fmK10zc,43.7517308,-79.3318996,,,,
Morning Mart,613-544-5198,,,Not Qualified,,,,ON,Kingston,235 Montreal St,K7K 3G6,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Morning%20Mart&query_place_id=ChIJ87KGjqyr0kwRL05B8kgy37k,44.2386121,-76.4851642,,,,
Native Hounds,778-991-5556,,,Not Qualified,,,,BC,Vancouver,2034 W 11th Ave,,,,,UNREACHABLE,www.nativehounds.com,,,,,,,
Naturaw Canine Food,844-628-8729,,,Not Qualified,,,,ON,Scarborough,3-32 Howden Rd,M1R 3E4,,,,UNREACHABLE,naturaw.ca,,43.7488961,-79.2898111,,,,
Nature's Health Shoppe,519-627-9665,Rhonda,1543 Tufferin Ave Wallaceburg ON N8A2X1. Interested in getting a sample. Can't take email. Provided address instead,Not Qualified,,,,ON,Wallaceburg,1543 Dufferin Ave,N8A 4M4,,,,INVALID_URL,,"https://maps.google.com/maps?q=42.592756,-82.4015677",,,,,,
Neighbourhood Pet Store,262-292-5655,,,Not Qualified,,,,ON,Toronto,220 Yonge St.,M5B 2H1,,,,NONE_FOUND,frommfamily.com,,,,,,,
Nestor's Aquarium and Pets,204-774-9322,,,Not Qualified,nestorfernandez2002@yahoo.ca,risky,unknown,MB,Winnipeg,1045 St James St R,R3H 1B1,risky,nestorfernandez2002@yahoo.ca,,,nestorsaquariumsandpets.ca,,49.8955116,-97.1985244,https://www.facebook.com/profile.php?id=100089294940590,,,
New Day Danforth Pharmacy,647-931-7314,,,Not Qualified,,,,ON,Toronto,1288 Danforth Ave,M4J 1M8,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=New%20Day%20Danforth%20Pharmacy&query_place_id=ChIJ0aQXrHzM1IkRr44tpmeP8EI,43.6821403,-79.3302067,,,,
Nicolino's,204-269-5004,,,Not Qualified,,,,MB,Winnipeg,2077 Pembina Hwy,R3T 5J9,,,,NONE_FOUND,nicolinosrestaurant.com,,49.8155722,-97.1531722,https://www.facebook.com/NicolinosRestaurant,http://instagram.com/nicolinosrestaurant,,https://www.youtube.com/user/NicolinosRestaurant
No More Chores of Toronto Cleaning,"647-490-2523, 416-490-2523",,,Not Qualified,"services@nomorechores.com, hello@nomorechores.com",,,ON,Toronto,588 Danforth Ave Unit #5,M4K 1R1,,,services@nomorechores.com,hello@nomorechores.com,nomorechores.com,,43.6787785,-79.3467232,https://www.facebook.com/nomorechorescanada,https://www.instagram.com/nomorechores,,
Nobipets Pet Store,,,,Not Qualified,,,,ON,North York,42 Eugene St,M6B 3Z4,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Nobipets%20Pet%20Store&query_place_id=ChIJCa9RsKEzK4gR48ZI9FndEVM,43.7092074,-79.4690074,,,,
Norfinch Pharmacy,"416-739-7800, 416-739-0139",,,Not Qualified,norfinchpharmacy@gmail.com,,,ON,North York,2100 Finch Ave W,M3N 2Z9,,,,norfinchpharmacy@gmail.com,norfinchpharmacy.ca,,43.7561251,-79.5250851,,,,
North America Pet Store,604-438-7166,,,Not Qualified,,,,BC,Vancouver,2255 Kingsway,,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=North%20America%20Pet%20Store&query_place_id=ChIJte9G8KJ2hlQRfiWIbyzbCqY,,,,,,
Odette Cancer Centre Pharmacy,"416-480-4671, 416-480-4502",,,Not Qualified,"ap.pharmacy@sunnybrook.ca, questions@sunnybrook.ca",risky,catch_all,ON,Toronto,"T-wing, 2075 Bayview Ave 1st floor",M4N 3M5,risky,ap.pharmacy@sunnybrook.ca,questions@sunnybrook.ca,,sunnybrook.ca,,43.7209675,-79.3782899,http://facebook.com/sunnybrookhsc,https://instagram.com/sunnybrook,https://www.tiktok.com/@teamsunnybrook,https://www.youtube.com/channel/UCn4xsdnwE4FEK3YPw9nUKCA
Oh Behave Canine Pawllege,519-573-0528,,,Not Qualified,,,,ON,Acton,22 Main St S,L7J 1X1,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.6290691,-80.0409615",,,,,,
OkiDoggy,"416-221-6950, 692-422-2623",,,Not Qualified,"okidoggyspa@gmail.com, user@domain.com",,,ON,Toronto,6026 Yonge St c,M2M 3W5,,,,"okidoggyspa@gmail.com, user@domain.com",okidoggy.ca,,43.78939,-79.4185527,,https://www.instagram.com/okidoggy.spa,,
